Product Name,Product Category,Product Price,Product Price (INR),Quantity
Sabrini Punjabi Samosa Hot & Spicy X,Frozen,$17.93,972.7,75g
Udupi Medu Vada,Frozen,$2.80,151.9,8pcs
Daily Delight Banana Steamed,Frozen,$7.07,383.55,454g
Deep Frozen Veg - Bhindi Cut,Frozen,$6.03,327.13,680g
Mc Cain Aloo Tikki 1.​,Frozen,$14.72,798.56,37pcs
Sabrini Asli Punjabi Samosa 1.​ x,Frozen,"was $17.54


$9.99",951.54,5kg
Sabrini Veggie Fingers,Frozen,$7.21,391.14,450g
Vadilal Ice Cream - Rajbhog Kulfi,Frozen,$15.99,867.46,1ltr
Daily Delight Banana Fry,Frozen,$7.15,387.89,454g
Deep Frozen Veg - Mango Slice,Frozen,$7.13,386.8,340g
Deep Paratha - Paneer,Frozen,$5.48,297.29,4pcs
Haldiram Medu Vada,Frozen,$17.28,937.44,24pcs
Home Roots Puran Poli Mini,Frozen,$4.49,243.58,6pcs
Nanak Paneer Cubes - Fried,Frozen,$32.26,1750.1,1kg
Ashoka Mini Samosa Potato Schezwan,Frozen,$6.54,354.8,20pcs
Deep Mango Pulp - Kesar,Frozen,$6.24,338.52,400g
Haldiram's Naan -Tandoori,Frozen,$6.58,356.96,5Pcs
Karan's Roti Paratha Light,Frozen,"was $13.18


$9.99",715.02,30pcs
Nanak Paneer Pakora,Frozen,$13.75,745.94,454g
Saurbhi Iqf - Karela,Frozen,$2.18,118.27,312g
Taj Paratha - Wholemeal,Frozen,"was $17.91


$13.99",971.62,30pcs
Vadilal Ice Cream - Classic Malai kulfi,Frozen,$15.99,867.46,1ltr
Deep Frozen Veg - Lotus Root,Frozen,$4.58,248.46,340g
Deep Kachori Moong Dal,Frozen,$11.53,625.5,708g
Haldiram Wrap - Msl Soya Chp 156,Frozen,$5.62,304.88,156g
Haldiram's Naan Tandoori & Garlic,Frozen,$6.58,356.96,5 Pcs
Saurbhi Iqf - Lila Lasan,Frozen,$3.09,167.63,312g
MT Malabar Mixture,Snacks & Chips,$12.37,671.07,908g
Haldiram's Dal Biji,Snacks & Chips,$2.71,147.02,200g
Kemchho Snack - Palak Chevda,Snacks & Chips,$4.18,226.76,270g
Kemchho Snack - Papad Bhel,Snacks & Chips,$4.18,226.76,270g
Kemchho Snack - Pudina Moong Masala,Snacks & Chips,$4.18,226.76,270g
Tb Snk- Butter Murku,Snacks & Chips,$3.93,213.2,150g
Aayu's Chakri - Methi,Snacks & Chips,$3.99,216.46,200g
Deep Masala Para,Snacks & Chips,$8.66,469.8,325g
Deep Snack - Ratlami Sev,Snacks & Chips,$5.51,298.92,340g
Malabar Treats Snack - Banana Chily Chips,Snacks & Chips,$9.49,514.83,454g
Modern Banana Chips - Peper,Snacks & Chips,$3.39,183.91,200g
Shyam Sunder Snack - Banana Waffer,Snacks & Chips,$4.98,270.17,300g
Aayu's Mora Sev Thick,Snacks & Chips,$9.99,541.96,900g
Balaji Snack - Msl Sev Murmura,Snacks & Chips,$3.48,188.79,250g
Garvi Gujarat Snack - Corn Chevda,Snacks & Chips,$3.93,213.2,285g
Garvi Gujarat Snack - Methi Muthia,Snacks & Chips,$3.88,210.49,285g
Jacme Kerala Banana Chips,Snacks & Chips,$4.85,263.11,300g
Aayu's Chakri - Tomato,Snacks & Chips,$3.99,216.46,200g
Amdavadi Papad Chavanu,Snacks & Chips,$2.49,135.08,200g
Athavale - Ragi Chakli Stick,Snacks & Chips,$3.76,203.98,200g
C B Banana Chips Salt & Pepper Best Before - 16/​04/​2024,Snacks & Chips,"was $4.18


$2.99",226.76,125g
Deep Masala Peanuts Black Pepper,Snacks & Chips,$4.18,226.76,227g
Maharana Premium Patra,Snacks & Chips,$4.53,245.75,200g
Modern Raitha Boondi,Snacks & Chips,$5.76,312.48,500g
N K Murukku (​Hot),Snacks & Chips,$3.74,202.9,175g
Shyam Sundar Snack - Farali Tikha,Snacks & Chips,$4.98,270.17,400g
Shyam/​S Snk - Mix Chawana,Snacks & Chips,$4.67,253.35,400g
Sukhadia Garbaddas Bapuji Snack - Usal Sev,Snacks & Chips,$2.89,156.78,200g
Telugu Snk - Chethi Chekkalu,Snacks & Chips,$4.72,256.06,170g
Aayu's Banana Chips - Long Masala,Snacks & Chips,$3.49,189.33,250g
Amdavadi Farali Chevdo Hot,Snacks & Chips,$2.49,135.08,200g
Balaji Snk - Bhelmix,Snacks & Chips,$3.07,166.55,250g
Balaji Snk - Khatta Mitha,Snacks & Chips,$5.23,283.73,400g
Haldiram's Dahi Papdi,Snacks & Chips,$11.13,603.8,1kg
Kemchho Snack - Manglori Mix,Snacks & Chips,$4.18,226.76,270g
Kemchho Snack - Onion Pakora,Snacks & Chips,$4.18,226.76,270g
Malabar Treats Madras Mixture,Snacks & Chips,$5.10,276.67,400g
Tb Snk- Garlic Mixture,Snacks & Chips,$3.93,213.2,170g
Athavale - Corn Sticks Best Before - 29/​02/​2024,Snacks & Chips,$4.12,223.51,200g
C B Banana Chips Spcy Masala Best Before - 16/​04/​2024,Snacks & Chips,"was $4.18


$2.99",226.76,125g
Chatzpatz Snack - Ratlami Sev,Snacks & Chips,$2.62,142.14,250g
Chatzpatz Snack - Ujjaini Sev,Snacks & Chips,$2.62,142.14,300g
Deep Masala Peanuts Spicy,Snacks & Chips,$4.18,226.76,227g
Deep Snack - Long Banana Chips,Snacks & Chips,$3.73,202.35,200g
G/​G Snk - Bhel Sev,Snacks & Chips,$3.93,213.2,285g
Haldiram's Gol Kachauri,Snacks & Chips,$4.87,264.2,350g
Haldiram's Murukku,Snacks & Chips,$3.41,184.99,200g
Kirtiraj Snack - Surati Special,Snacks & Chips,$4.62,250.64,400g
Mangal Degchi Mirch Masala,Spice Mixes / Masala,$2.57,139.42,100g
Mangal Katlu (​Batrisu),Spice Mixes / Masala,$3.66,198.56,100g
Marathi Swaad Kesar Dry fruit Milk Masala,Spice Mixes / Masala,$7.28,394.94,50g
Marathi Swaad Kulith Pith,Spice Mixes / Masala,$4.06,220.25,250g
Marathi Swaad Upwas Bhajani,Spice Mixes / Masala,$7.47,405.25,500g
Mth Msl -Idli/​Dosa Podi,Spice Mixes / Masala,$4.06,220.25,100g
Shan Fried Chops/​Steaks Mix,Spice Mixes / Masala,$2.03,110.13,50g
Suhana Paneer Masala,Spice Mixes / Masala,$2.24,121.52,100g
Telugu Garam Masala,Spice Mixes / Masala,$2.40,130.2,80g
888 Lemon Rice Mix,Spice Mixes / Masala,$4.35,235.99,165gm
Badshah Kesari Milk Masala,Spice Mixes / Masala,$4.73,256.6,50g
Badshah Khichadi Masala,Spice Mixes / Masala,$3.13,169.8,100g
Badshah Panjabi (​Gravy) Masala,Spice Mixes / Masala,$3.38,183.36,100g
Eastern Chicken Biryani Msl,Spice Mixes / Masala,$2.59,140.51,100g
Eastern Pav Bhaji Masala,Spice Mixes / Masala,$2.59,140.51,100g
Gajanand Coriander Powder,Spice Mixes / Masala,$3.00,162.75,400g
Gajanand Turmeric Powder,Spice Mixes / Masala,$3.22,174.68,400g
Kapol Chat Masala,Spice Mixes / Masala,$2.32,125.86,50g
L G Asafoetida (​Hing),Spice Mixes / Masala,$9.99,541.96,200g
Mahalaxmi Nong Palak Paneer Masala,Spice Mixes / Masala,$3.05,165.46,100g
Mahalaxmi Nong Paneer Tikka Masala,Spice Mixes / Masala,$3.26,176.86,100g
Mahalaxmi Nong Puneri Usal Misal Masala,Spice Mixes / Masala,$3.36,182.28,100g
Marathi Swaad Ginger Powder Masala Best Before - 12/​04/​2024,Spice Mixes / Masala,"was $5.13


$3.89",278.3,100g
Marathi Swaad Potato Papad Red 200,Spice Mixes / Masala,$3.72,201.81,200g
Marathi Swad Masala - Karela Chutney Best Before - 17/​04/​2024,Spice Mixes / Masala,"was $5.23


$3.99",283.73,100g
Mdh Fish Curry Masala,Spice Mixes / Masala,$2.39,129.66,100gm
Shan Egg Seasoning,Spice Mixes / Masala,$2.03,110.13,50g
Shan Paya Curry,Spice Mixes / Masala,$2.03,110.13,50g
Telugu Madras Rasam Powder,Spice Mixes / Masala,$2.40,130.2,100g
777 Madras Chicken 65 Masala,Spice Mixes / Masala,$3.00,162.75,165g
888 Muniynd Mutton Masala,Spice Mixes / Masala,$4.35,235.99,165g
Badshah Kasuri Methi Best Before - 07/​02/​2024,Spice Mixes / Masala,$10.12,549.01,500g
BMC Momo Masala,Spice Mixes / Masala,$2.84,154.07,100g
Brahmins Kadala Curry Msl,Spice Mixes / Masala,$2.40,130.2,100g
Eastern Bombay Biryanimasala,Spice Mixes / Masala,$2.38,129.11,60g
Everest Balck Pepper Btl,Spice Mixes / Masala,$5.04,273.42,50g
Gajanand Coriander Powder,Spice Mixes / Masala,$7.98,432.92,908g
Kapol Jal Jira Masala,Spice Mixes / Masala,$1.64,88.97,50g
Mahalaxmi Nong Black Pindi Chhole Masala,Spice Mixes / Masala,$2.97,161.12,100g
Mangal Dhansak Masala,Spice Mixes / Masala,$1.87,101.45,100g
Shan Chicken Broast,Spice Mixes / Masala,$2.03,110.13,125g
Shan Meat & Vegetable,Spice Mixes / Masala,$2.03,110.13,100g
Shan Rogan Josh Curry,Spice Mixes / Masala,$2.03,110.13,50g
Thulasi Aachi Kulambu Chilli Masala,Spice Mixes / Masala,$4.35,235.99,165g
Tit Bit NONG Chinese Bhel Masala,Spice Mixes / Masala,$1.87,101.45,50g
Tit Bit Stir Fry Veg Masala Mix,Spice Mixes / Masala,$1.87,101.45,50g
Viya Cardamom Pod Green,Spice Mixes / Masala,$39.75,2156.44,500g
888 Spc Egg Curry Masala,Spice Mixes / Masala,$4.35,235.99,165g
Indya Byadgi Chilli,Spices,$3.45,187.16,100g
Indya Byadgi Chilli Powder,Spices,$7.47,405.25,200g
Indya Himalayan Pink Salt Crs,Spices,$4.51,244.67,1kg
Indya Kashmir Chilli Whole,Spices,$32.44,1759.87,1kg
Mother's Pride Fenugreek Seeds,Spices,$7.75,420.44,1kg
Svk Sambar Powder,Spices,$5.16,279.93,100g
Indya Byadgi Chilli,Spices,$6.56,355.88,200g
Mothe's Pride Flax Seed Powder,Spices,$1.29,69.98,200g
Saurbhi Chilli Whole Extra Hot Stemless,Spices,$2.80,151.9,100g
Saurbhi Javantri Powder,Spices,$5.94,322.24,50g
Uttam Tandoori Colour,Spices,$4.51,244.67,100g
Freshco Sesame Seeds,Spices,$12.19,661.31,1kg
Mother's Pride Chilli Powder - kashmiri,Spices,$24.99,1355.71,1kg
Mother's Pride Gond Katira,Spices,$3.05,165.46,200g
Pattu Chilli Powder Hot,Spices,$15.21,825.14,1kg
Ramdev Dabeli Masala,Spices,$7.85,425.86,500g
Saurbhi Charoli,Spices,$7.34,398.2,100g
Saurbhi Fenugreek Powder,Spices,$2.70,146.48,200g
Saurbhi Harde Whole Big,Spices,$2.78,150.82,100g
Saurbhi Mix Spices,Spices,$5.78,313.56,100g
Indya Cinnamon Powder,Spices,$3.03,164.38,100g
Maharaja/​C Aniseed Whole,Spices,$1.72,93.31,25g
Mother's Pride Chilli Powder - Extra Hot,Spices,$15.01,814.29,1kg
Saurbhi Black Mustard Powder,Spices,$2.47,134.0,200g
Saurbhi Fennel Seeds Raw,Spices,$14.29,775.23,1kg
Saurbhi Saji Na Phool,Spices,$1.56,84.63,200g
Telugu Sambar Podi,Spices,$2.63,142.68,100g
Vasant Jain Kitchen King Masala,Spices,$3.11,168.72,100g
Viya Clove Whole,Spices,$21.19,1149.56,500g
Viya Harad Whole Dry,Spices,$3.64,197.47,100g
Viya Nutmeg Powder,Spices,$4.60,249.55,50g
Viya Shatavari,Spices,$7.27,394.4,150g
Clove - M & J,Spices,$10.35,561.49,250g
Gajanand Kasuri Methi,Spices,$11.35,615.74,500g
Indya Cardemom Green,Spices,$8.54,463.29,100g
Maharaja/​C Chilli Whole,Spices,$2.70,146.48,25g
Maharaja/​C Mixed Herbs,Spices,$2.17,117.72,15g
Mother's Pride Chilli Whole Kashmiri Without Stick,Spices,$21.21,1150.64,500g
Mother's Pride Cloves Whole,Spices,$8.89,482.28,200g
Saurbhi Garlic Powder,Spices,$1.52,82.46,100g
Saurbhi Kabab Chini (​Cubeb),Spices,$11.44,620.62,100g
Thulasi Turkey Berry,Spices,$2.21,119.89,100gm
Uttam Saffron Colour,Spices,$4.51,244.67,100g
Viya Aritha,Spices,$5.55,301.09,200g
Bansari Kasuri Methi,Spices,$11.93,647.2,500g
Indya Black Sesame Seeds,Spices,$6.40,347.2,500g
Saurbhi Dal - Red Kidney Bean Light,Lentils,$27.91,1514.12,5kg
Viya Dal - Toorl Dal Oily,Lentils,$5.62,304.88,1kg
Viya Dal - Yellow Split Peas,Lentils,$2.40,130.2,1kg
Happy Leaf Organic Dal - Mix,Lentils,$7.12,386.26,1kg
Indya Dal - Udad Gota,Lentils,$21.98,1192.42,5kg
Jk Dal - Chick Peas 9mm,Lentils,$12.55,680.84,4kg
Jk Dal - Punjabi Dal,Lentils,$4.41,239.24,1kg
Jk Dal - Sorgum Seed Red,Lentils,$4.04,219.17,1kg
Mother's Pride Dal - Mung Bean Celera,Lentils,$24.61,1335.09,5kg
Mother's Pride Dal - Udad Split White,Lentils,$9.37,508.32,2kg
Mother's Pride Dal - White Peas,Lentils,$3.57,193.67,1kg
Pattu Dal - Blue Peas Whole,Lentils,$6.70,363.48,2kg
Pattu Dal - Mix Urid Chana Dal,Lentils,$4.02,218.08,1kg
Pramukh Bajri Whole,Lentils,$78.75,4272.19,20kg
Saurbhi Dal - Mung Bean,Lentils,$7.14,387.34,2kg
Hari Om Black Peas,Lentils,$5.25,284.81,100g
Jk Dal - Sorghum Seed White,Lentils,$3.29,178.48,1kg
Mother's Pride Dal - Udad Split Black,Lentils,$20.01,1085.54,5kg
Parsram Dal - Mung Dal,Lentils,$21.00,1139.25,5kg
Pattu Dal - Mung Masoor Mix,Lentils,$8.27,448.65,2kg
Punit Dal - Red Chori,Lentils,$8.38,454.62,2kg
Viya Dal - Black Urad Split,Lentils,$4.79,259.86,1kg
Viya Dal - Chickpeas 9mm,Lentils,$20.62,1118.64,5kg
Himalaya Complete Care Tooth Paste,Cosmetic,$5.94,322.24,150g
Jolen Bleach Creme Turmeric & Aloe Vera,Cosmetic,$15.22,825.68,247g
Keo Karpin Hair Oil,Cosmetic,$4.32,234.36,200ml
Lakme Eyeliner Black 4.​,Cosmetic,$9.80,531.65,5ml
Medimix Anti Pimple Face Wash,Cosmetic,$6.50,352.62,140ml
Medimix Regular,Cosmetic,$2.73,148.1,125g
Meera Shikakai & Badam Shampoo,Cosmetic,$17.28,937.44,650ml
Patanjali Expert Hair Oil,Cosmetic,$6.20,336.35,30ml
Patanjali Kesh Kanti Milk Protein Hair Cleanser,Cosmetic,$5.49,297.83,200ml
Ponds Dreamflower Talc Powder,Cosmetic,$6.05,328.21,100g
Real Man Body Spray - Fresh Spirit,Cosmetic,"was $7.99


$2.99",433.46,150ml
Rexona Soap,Cosmetic,$2.16,117.18,100g
Royal Gold Multani Powder,Cosmetic,$2.20,119.35,200g
Sunsilk Black Shine Shampoo,Cosmetic,$10.84,588.07,360ml
Supreme Henna - Burgundy,Cosmetic,$2.51,136.17,150g
Supreme Henna - Light Brown Color,Cosmetic,$2.51,136.17,150g
Uttam Ashwagandha Powder,Cosmetic,$4.38,237.61,100g
Vip Hair Colour Shampoo Dark Brown,Cosmetic,$20.74,1125.14,180ml
Volini Pain Relief Spray,Cosmetic,$11.09,601.63,100g
Zandu Ultra Power Balm Red,Cosmetic,$3.46,187.7,8ml
Ashwin Maha Narayan Oil,Cosmetic,$7.22,391.68,100ml
Boro Plus Gel Aloe Vera,Cosmetic,$5.50,298.38,150ml
Colgate Max Fresh Blue,Cosmetic,$4.32,234.36,150g
Colgate Strong Teeth,Cosmetic,$3.99,216.46,150g
Dabur Oxy Bleach Cream,Cosmetic,"was $5.48


$3.99",297.29,27g
Dabur Red Toothpaste,Cosmetic,$5.10,276.67,200g
Dabur Shilajit Gold 20 Cap,Cosmetic,$19.87,1077.95,20g
Deewal Black Seed Hair Oil,Cosmetic,$15.32,831.11,100ml
Dettol Original Soap,Cosmetic,$2.73,148.1,125g
Dettol Original Soap X 3pk,Cosmetic,$7.09,384.63,125g
Fair & Lovely Advance Mlt Vtm,Cosmetic,$6.49,352.08,80g
Garnier Hair Color Brown Black,Cosmetic,$2.18,118.27,20g
Garnier Hair Color Burgundy,Cosmetic,$2.18,118.27,20g
Godrej Jasmine Soap,Cosmetic,$2.33,126.4,115g
Godrej Rose Beauty Soap,Cosmetic,$2.23,120.98,115g
Himalaya Shampoo Anti-hair Fall,Cosmetic,$10.19,552.81,340ml
Himalaya Shampoo Gentle Daily Care,Cosmetic,$10.19,552.81,340ml
Kesh King Anti - Hairfall Shampoo,Cosmetic,$15.55,843.59,600ml
Kesh King Damage Repair Shampoo,Cosmetic,$6.91,374.87,200ml
Lifeboy Care - Red X 7pk,Cosmetic,$9.99,541.96,125g
Lotus Face Wash 3 In 1 Deep Cleansing Skin Whitening,Cosmetic,$10.98,595.67,100g
Lux Rose Soap X 3pk,Cosmetic,$7.45,404.16,150g
Medimix Aryuvedic 3 X,Cosmetic,$7.15,387.89,125g
Medimix Glycerine Soap X 4pk,Cosmetic,$8.95,485.54,125g
Moov Cream,Cosmetic,$7.80,423.15,50g
Neha Mehandi Cone 12 Pk,Cosmetic,$1.99,107.96,12g
Prestige Popular Aluminium Cooker,Utensils,$50.60,2745.05,2ltr
Rect 5 Compartment Tray,Utensils,$6.93,375.95,5g
Safari Soup Spoon,Utensils,$5.06,274.5,4pcs
Tier Insulated Tiffin 2.​,Utensils,$14.34,777.94,1L
Vinod Concave Tawa 250 Mm,Utensils,$37.11,2013.22,250g
Wonder Chef Ebony Fry Pan 24cm-1.​75 litre,Utensils,$53.24,2888.27,1g
Wonder Chef Oil Pourer - Transparent/​Red,Utensils,$16.78,910.32,550ml
Wonder Chef Royal Velvet Wok With Lid 2.​ - 24cm,Utensils,$47.65,2585.01,7ltr
Wonderchef ActiBot Stainless Steel Water Bottle (​Cooper Finish),Utensils,$17.58,953.71,900 ml
Wonderchef Ebony Hard Anodised Aluminium Wok with Lid 4.​5 Litres/​28cm - Black/​Brown,Utensils,$73.85,4006.36,4g
Wonderchef Ebony Hard Anodized Handi 21cm3.​,Utensils,$92.71,5029.52,5Ltr
Wonderchef Taurus Hard Anodized Pressure Cooker Inner Lid,Utensils,$98.98,5369.66,3ltr
Wonderchef Twister Push Chopper - 5 Blade,Utensils,$26.93,1460.95,5g
Wonderchef Ultima Pressure Cooker Inner Lid,Utensils,$95.38,5174.36,5 Ltr
Wonderchef Ultima Pressure Cooker Inner Lid 6.​,Utensils,$87.98,4772.92,5Ltr
29 Cm Sober Spoon,Utensils,$2.79,151.36,29g
Knife Set,Utensils,$5.06,274.5,3 Pcs
35 Cm Steel BBQ Skewers 12 Pc Se,Utensils,$5.60,303.8,35g
Aluminium Kadai 26 Cm,Utensils,$27.83,1509.78,26g
Haldiram's Khari - Methi,Biscuits,$5.64,305.97,400g
Karachi Frt/​Cashew/​Pista,Biscuits,$9.94,539.24,600g
Karachi Fruit & Cashew & Chai,Biscuits,$11.36,616.28,600g
Maniarr's Khari - Masala,Biscuits,$2.75,149.19,180g
Mapro Falero Strawberry Candy,Biscuits,$3.86,209.4,100g
Mehar Royal Khatai - Eggless,Biscuits,$9.60,520.8,450g
Parle G,Biscuits,$3.49,189.33,800g
Parle Nutricrunch Honey & Oats,Biscuits,$7.49,406.33,600g
Shaan E Punjab Biscuits - Saunf Gur,Biscuits,$7.02,380.84,800g
Shan E Punjab Wheat Rusk,Biscuits,$6.05,328.21,600g
Shree Ganesh Cream Roll - Chocolate,Biscuits,$1.49,80.83,70g
Thulasi Candy - Paan Masala,Biscuits,$3.45,187.16,200g
Thulasi Candy,Biscuits,$3.45,187.16,200g
Veer Jee Cookies - Bourbonn,Biscuits,$10.98,595.67,600g
Veer Jee Cookies - Butter,Biscuits,$10.98,595.67,600g
Veer Jee Cookies - Elaichi,Biscuits,$10.98,595.67,600g
Veer Jee Cookies - Orange,Biscuits,$10.98,595.67,600g
Veer Jee Cookies - Vanilla,Biscuits,$10.98,595.67,600g
Saurbhi Iqf - Peeled Garlic Clove,Frozen,$2.98,161.66,312g
Vadilal Jack Fruit Seeds,Frozen,$4.59,249.01,312g
Bhagwati's Patra,Frozen,$4.91,266.37,255g
Deep Vegetable Cutlets,Frozen,$4.79,259.86,4pcs
Vadilal Patra Vata Unfried,Frozen,$8.73,473.6,1kg
Deep Chutney - Madras Tomato,Frozen,$3.83,207.78,283g
Deep Kachori Lilva,Frozen,$14.46,784.46,708g
Haldiram's Mutter Kachori 26pc 1.​,Frozen,$18.68,1013.39,04kg
Sabrini Veggie Burger,Frozen,$7.21,391.14,480g
Saurbhi Garlic Naan,Frozen,$3.09,167.63,5pcs
Bhagwati's Dudhi Thepla,Frozen,$4.23,229.48,8 Pcs
Bikaji Punjabi Samosa 1.​875k,Frozen,$16.48,894.04,25p
Deep Frozen Veg - Ratalu,Frozen,$3.28,177.94,340g
Haldiram Wrap - Shami Kebab,Frozen,$5.62,304.88,156g
Haldiram's Batata Vada,Frozen,$4.71,255.52,6pcs
Saurbhi Iqf - Kantola,Frozen,$4.03,218.63,312g
Taj Kulcha - Plain,Frozen,$14.02,760.58,16pcs
Vadilal Amla Slices,Frozen,$3.28,177.94,312g
Vadilal Curry Leaves,Frozen,$2.18,118.27,100g
Vadilal Fansi,Frozen,$3.28,177.94,312g
Vadilal Puff - Paneer Chili,Frozen,$3.28,177.94,125g
Deep Frozen Veg Dudhi Diced,Frozen,$3.28,177.94,340g
Shuddh Ice Cream - Mango,Frozen,$10.65,577.76,1ltr
Shuddh Ice Cream - Pistachio,Frozen,$10.65,577.76,1ltr
Vadilal Jamun,Frozen,$4.91,266.37,312g
Vadilal Pizza - Paneer Tikka,Frozen,$6.58,356.96,250g
MC Cain Veg Burger Patty 1.​,Frozen,$11.78,639.06,2kg
Nanak Paneer Cubes - Fried,Frozen,$16.13,875.05,400g
Udupi Idli,Frozen,$2.66,144.3,255g
Vadilal Malai Paneer Cubes,Frozen,$13.18,715.02,454g
Vadilal Puff - Tandr Paneer,Frozen,$3.28,177.94,125g
Daily Delight Malabar Porotta,Frozen,$19.64,1065.47,2kg
Haldiram Paneer Aloo Tikki,Frozen,$13.20,716.1,580g
Mc Cain Masala Fries 1.​,Frozen,$14.72,798.56,5kg
Mc Cain Veggie Fingers,Frozen,$4.58,248.46,400g
Nanak Aloo Tikki,Frozen,$14.66,795.3,720g
Taj Paratha - Original,Frozen,"was $17.91


$13.99",971.62,30pcs
Vadilal Ice Cream - Anjeer,Frozen,$8.49,460.58,500ml
Vadilal Ice Cream - Tuti Fruti,Frozen,$8.49,460.58,500ml
Deep Bhatura,Frozen,$3.83,207.78,5pcs
Deep Iqf Green Garlic,Frozen,$3.66,198.56,340g
Deep Naan - Garlic,Frozen,$13.18,715.02,12pcs
Deep Ponk,Frozen,$9.16,496.93,170gm
MT Kerala Mixture Hot,Snacks & Chips,$5.36,290.78,400g
Raj Amrut Poha Chivda,Snacks & Chips,$2.47,134.0,200g
Shyam Sundar Snack - Fulvadi,Snacks & Chips,$4.98,270.17,400g
Shyam Sundar Snack - Soya Stick,Snacks & Chips,$3.66,198.56,250g
Aayu's Chakri - Plain,Snacks & Chips,$3.99,216.46,200g
Amdavadi Nadiyadi Mix,Snacks & Chips,$2.49,135.08,200g
C B Banana Chips Salty Best Before - 14/​03/​2024,Snacks & Chips,$4.18,226.76,125g
Chatzpatz Snack - Loung Sev,Snacks & Chips,$2.62,142.14,300g
Chitale Bandhu Namkeen Mixture,Snacks & Chips,$3.71,201.27,200g
Deep Masala Peanuts Peri Peri,Snacks & Chips,$4.18,226.76,227g
Garvi Gujarat Snack - Tam Tam,Snacks & Chips,$3.93,213.2,285g
Haldiram Onion Kachori,Snacks & Chips,$8.25,447.56,6pcs
Haldiram's All In One,Snacks & Chips,$12.25,664.56,1kg
Jacme Kerala Hot Mixture,Snacks & Chips,$4.77,258.77,400g
Kirtiraj Snack - Namak Para,Snacks & Chips,$2.61,141.59,200g
Mt Malabar Mixture,Snacks & Chips,$5.36,290.78,400g
Thalaivaa Snack - Peper Thatai,Snacks & Chips,$4.18,226.76,170g
Balaji Wafers - Cream & Onion,Snacks & Chips,$3.41,184.99,135g
Deep Masala Papadi Best Before - 10/​05/​2024,Snacks & Chips,"was $5.23


$3.99",283.73,250g
Haldiram's Boondi,Snacks & Chips,$14.26,773.6,1kg
Haldiram's Chat Papdi,Snacks & Chips,$3.66,198.56,260g
Haldiram's Moong Dal Masala,Snacks & Chips,$3.41,184.99,200g
Haldiram's Ratlami Sev,Snacks & Chips,$6.57,356.42,400g
Jacme Kerala Mixture,Snacks & Chips,$4.64,251.72,400g
A1 Banana Wafers Best Before - 14/​03/​2024,Snacks & Chips,$5.23,283.73,200g
A1 Potato Chips Hot Chilli,Snacks & Chips,$4.45,241.41,200g
Amdavadi Nylon Ratlami Sev,Snacks & Chips,$2.49,135.08,200g
Balaji Wafers - Simply Salted,Snacks & Chips,$3.41,184.99,150g
Chatzpatz Snack - Aloo Bhujiya,Snacks & Chips,$2.62,142.14,250g
Deep Flaxseed Para Best Before - 13/​03/​2024,Snacks & Chips,$8.38,454.62,325g
Haldiram's Lite Chiwda,Snacks & Chips,$2.89,156.78,200g
Radhe Snack - Papdi,Snacks & Chips,$8.25,447.56,250g
Shyam Sundar Snack - Rajasthani Mx,Snacks & Chips,$4.98,270.17,400g
Shyam Sunder Sanck - Chili Potato Chips 200,Snacks & Chips,$4.98,270.17,200g
Sukhadia Garbaddas Bapuji Snack - Banana Chips Hot,Snacks & Chips,$3.46,187.7,200g
Sukhadia Garbaddas Bapuji Snack - Nadiadi Mix Chavanu,Snacks & Chips,$4.87,264.2,400g
Sweet - Gulab Jamun 1.​,Snacks & Chips,$28.97,1571.62,362kg
Aaha Snack - Andhra Mixture,Snacks & Chips,$4.18,226.76,170g
Chatzpatz Snack - Garlic Mix,Snacks & Chips,$2.62,142.14,300g
Chatzpatz Snack - Tasty Peanut,Snacks & Chips,$2.62,142.14,350g
Das Snack - Tikha Gathiya,Snacks & Chips,$4.46,241.96,250g
Deep Masala Peanuts Punjabi Tadka,Snacks & Chips,$4.18,226.76,227g
Deep Snack - Gujarati Lasaniya Sev Mamra,Snacks & Chips,$5.51,298.92,340g
Deep Snk - Bhel puri,Snacks & Chips,$5.51,298.92,340g
G/​G Snk - Bhavnagari Gthy,Snacks & Chips,$3.93,213.2,285g
G/​G Snk - Guj Chakri,Snacks & Chips,$3.93,213.2,285g
Haldiram's Mathri,Snacks & Chips,$2.71,147.02,200g
Kalyan Bhel Tin,Snacks & Chips,$4.62,250.64,200g
Badshah Rasam Powder,Spice Mixes / Masala,$3.13,169.8,100g
Bedekar Ready Pickle Mix,Spice Mixes / Masala,$3.83,207.78,100g
Eastern Brahmin Sam Masala,Spice Mixes / Masala,$4.06,220.25,165g
Everest Mixed Herbs,Spice Mixes / Masala,$2.80,151.9,12g
Gajanand Coriander & Cumin Powder,Spice Mixes / Masala,$9.45,512.66,1kg
Gajanand Ginger Powder,Spice Mixes / Masala,$4.79,259.86,200g
Grandma's Asafoetida Cake,Spice Mixes / Masala,$4.72,256.06,100g
Kapol Bhel Puri Masala,Spice Mixes / Masala,$2.69,145.93,75g
Mahalaxmi Nong Punjabi Dhabe Di Daal Masala,Spice Mixes / Masala,$3.58,194.22,100g
Mahalaxmi Noodles Masala,Spice Mixes / Masala,$3.26,176.86,100g
Marathi Swaad Masala - Aachar Best Before - 12/​04/​2024,Spice Mixes / Masala,"was $5.13


$3.89",278.3,100g
Ramdev Garam Masala,Spice Mixes / Masala,$7.35,398.74,400g
